image_id,n_citi,bed,bath,sqft,price,image_path
49,282,2,2,1378,249000,data/train_images/49.jpg
51,312,3,2,1222,216000,data/train_images/51.jpg
52,312,2,2,956,230000,data/train_images/52.jpg
53,367,3,2,1320,249000,data/train_images/53.jpg
54,312,3,2,1484,255000,data/train_images/54.jpg
55,24,3,2,1499,233000,data/train_images/55.jpg
56,57,3,2,1422,195000,data/train_images/56.jpg
57,282,3,2,1152,238000,data/train_images/57.jpg
58,57,3,2,1774,230000,data/train_images/58.jpg
59,282,3,2,1584,219000,data/train_images/59.jpg
60,282,4,2,1368,239900,data/train_images/60.jpg
61,24,3,2,1268,234900,data/train_images/61.jpg
62,367,4,2,1888,255000,data/train_images/62.jpg
63,57,3,2,1877,199000,data/train_images/63.jpg
64,122,3,2,1290,237500,data/train_images/64.jpg
65,282,2,2,949,209750,data/train_images/65.jpg
66,367,3,2,1402,239000,data/train_images/66.jpg
67,24,3,2,1242,200000,data/train_images/67.jpg
68,367,3,3,2354,249000,data/train_images/68.jpg
69,282,3,2,1426,249000,data/train_images/69.jpg
70,57,4,2,1775,195000,data/train_images/70.jpg
71,282,3,2,952,199000,data/train_images/71.jpg
72,24,5,2,1953,235000,data/train_images/72.jpg
73,24,3,2,1527,209900,data/train_images/73.jpg
74,312,2,2,956,213900,data/train_images/74.jpg
75,282,3,2,1542,220000,data/train_images/75.jpg
76,24,3,2,1411,250000,data/train_images/76.jpg
77,24,3,2,1448,230000,data/train_images/77.jpg
78,122,2,2,1536,245000,data/train_images/78.jpg
79,24,2,1,991,219900,data/train_images/79.jpg
80,57,3,2,1400,249000,data/train_images/80.jpg
81,122,3,2,1380,249900,data/train_images/81.jpg
82,282,2,1,783,195000,data/train_images/82.jpg
83,156,2,1,1100,230000,data/train_images/83.jpg
84,57,3,2,1729,210000,data/train_images/84.jpg
85,57,3,2,1945,199950,data/train_images/85.jpg
86,282,4,2,1632,239000,data/train_images/86.jpg
87,282,3,2,1792,299000,data/train_images/87.jpg
88,367,4,2,1967,249950,data/train_images/88.jpg
89,312,3,2,1433,260000,data/train_images/89.jpg
91,57,5,3,2065,249000,data/train_images/91.jpg
92,24,3,2,1838,265000,data/train_images/92.jpg
93,24,3,2,1683,290000,data/train_images/93.jpg
94,312,5,2,1837,260000,data/train_images/94.jpg
95,312,3,2,1630,259900,data/train_images/95.jpg
96,122,3,2,1198,280000,data/train_images/96.jpg
98,24,3,2,1515,275000,data/train_images/98.jpg
99,57,4,2,1996,269669,data/train_images/99.jpg
100,367,4,3,3648,249000,data/train_images/100.jpg
101,24,3,2,1316,275000,data/train_images/101.jpg
102,24,3,2,1608,250000,data/train_images/102.jpg
103,24,5,2,2228,299000,data/train_images/103.jpg
104,282,3,2,1800,270000,data/train_images/104.jpg
106,57,4,3,1991,265000,data/train_images/106.jpg
107,312,3,2,1735,295000,data/train_images/107.jpg
109,312,3,2,1500,245000,data/train_images/109.jpg
110,282,2,2,1137,259000,data/train_images/110.jpg
111,220,6,5,2352,300000,data/train_images/111.jpg
112,57,3,2,2400,258000,data/train_images/112.jpg
113,122,3,3,1526,275000,data/train_images/113.jpg
114,312,3,2,1687,260000,data/train_images/114.jpg
115,122,3,2,1558,295000,data/train_images/115.jpg
116,282,2,2,1378,249000,data/train_images/116.jpg
117,312,3,2,1473,269900,data/train_images/117.jpg
118,24,4,3,1982,299900,data/train_images/118.jpg
119,196,3,2,1800,259000,data/train_images/119.jpg
120,367,3,2,1320,249000,data/train_images/120.jpg
121,122,3,2,1665,289000,data/train_images/121.jpg
122,312,3,2,1484,255000,data/train_images/122.jpg
123,45,3,2,1800,299000,data/train_images/123.jpg
124,122,3,2,2176,260000,data/train_images/124.jpg
125,122,3,3,1376,269900,data/train_images/125.jpg
126,367,4,2,1888,255000,data/train_images/126.jpg
127,282,3,3,1293,279000,data/train_images/127.jpg
128,196,3,3,2479,299500,data/train_images/128.jpg
130,367,3,3,2354,249000,data/train_images/130.jpg
131,282,3,2,1426,249000,data/train_images/131.jpg
132,282,2,2,1520,265000,data/train_images/132.jpg
133,282,3,2,1920,275000,data/train_images/133.jpg
134,122,3,2,1836,274900,data/train_images/134.jpg
135,282,3,2,1688,274960,data/train_images/135.jpg
136,24,3,2,1411,250000,data/train_images/136.jpg
137,122,4,2,1897,285000,data/train_images/137.jpg
138,282,2,2,1733,278300,data/train_images/138.jpg
139,122,2,2,1536,245000,data/train_images/139.jpg
140,282,3,2,1712,285000,data/train_images/140.jpg
141,57,3,2,1400,249000,data/train_images/141.jpg
142,282,3,2,1459,299000,data/train_images/142.jpg
143,122,3,2,1380,249900,data/train_images/143.jpg
144,282,3,2,1728,299000,data/train_images/144.jpg
145,57,3,3,2571,275000,data/train_images/145.jpg
146,282,4,3,2300,299000,data/train_images/146.jpg
147,282,3,2,1344,279000,data/train_images/147.jpg
148,282,3,2,1536,278888,data/train_images/148.jpg
149,367,3,1,1368,300000,data/train_images/149.jpg
150,282,3,2,1792,299000,data/train_images/150.jpg
151,24,3,2,2011,339900,data/train_images/151.jpg
152,312,5,3,2557,344500,data/train_images/152.jpg
153,367,4,2,1703,315000,data/train_images/153.jpg
154,282,3,2,1615,329900,data/train_images/154.jpg
155,367,3,3,1656,355000,data/train_images/155.jpg
156,24,4,3,2792,325000,data/train_images/156.jpg
157,312,4,2,1831,319900,data/train_images/157.jpg
158,122,4,2,2216,349000,data/train_images/158.jpg
159,367,3,2,1685,339000,data/train_images/159.jpg
160,24,4,2,1838,315000,data/train_images/160.jpg
161,312,4,3,1689,315000,data/train_images/161.jpg
162,24,4,2,2043,335000,data/train_images/162.jpg
163,220,3,2,2112,330000,data/train_images/163.jpg
164,24,5,2,2228,299000,data/train_images/164.jpg
166,312,4,2,2498,349990,data/train_images/166.jpg
167,312,3,2,1735,295000,data/train_images/167.jpg
169,367,3,2,1954,309900,data/train_images/169.jpg
170,312,5,3,2637,350000,data/train_images/170.jpg
171,57,5,4,2631,311000,data/train_images/171.jpg
172,220,3,2,1622,319000,data/train_images/172.jpg
173,220,6,5,2352,300000,data/train_images/173.jpg
174,357,4,2,2302,344900,data/train_images/174.jpg
175,24,3,3,2639,329999,data/train_images/175.jpg
176,282,3,1,2304,329900,data/train_images/176.jpg
177,282,3,2,1640,335000,data/train_images/177.jpg
178,122,3,2,1558,295000,data/train_images/178.jpg
179,24,4,3,1982,299900,data/train_images/179.jpg
180,367,3,2,1883,329000,data/train_images/180.jpg
181,45,3,2,1800,299000,data/train_images/181.jpg
183,312,4,3,1987,316900,data/train_images/183.jpg
184,24,3,2,2248,336800,data/train_images/184.jpg
185,24,5,3,2972,349000,data/train_images/185.jpg
186,367,4,2,1962,329999,data/train_images/186.jpg
187,122,4,2,1856,328000,data/train_images/187.jpg
188,367,4,2,2065,317000,data/train_images/188.jpg
189,196,3,3,2479,299500,data/train_images/189.jpg
190,282,3,2,2072,338000,data/train_images/190.jpg
191,282,2,1,852,350000,data/train_images/191.jpg
192,282,3,2,2380,349000,data/train_images/192.jpg
193,367,5,3,2725,345000,data/train_images/193.jpg
194,282,3,2,1459,299000,data/train_images/194.jpg
195,57,3,2,2214,314900,data/train_images/195.jpg
196,282,3,2,1728,299000,data/train_images/196.jpg
197,308,6,4,2608,339900,data/train_images/197.jpg
198,24,3,2,1840,324999,data/train_images/198.jpg
199,367,3,2,3046,349000,data/train_images/199.jpg
200,282,4,3,2300,299000,data/train_images/200.jpg
201,282,4,3,1680,329000,data/train_images/201.jpg
202,367,3,1,1368,300000,data/train_images/202.jpg
203,312,4,2,2700,360000,data/train_images/203.jpg
204,282,3,2,1958,398500,data/train_images/204.jpg
205,196,2,2,1644,369000,data/train_images/205.jpg
206,367,3,3,2052,365000,data/train_images/206.jpg
207,367,3,3,1656,355000,data/train_images/207.jpg
208,24,3,2,2296,388000,data/train_images/208.jpg
209,122,4,2,2216,349000,data/train_images/209.jpg
210,24,4,3,3249,399000,data/train_images/210.jpg
211,24,5,3,3188,399900,data/train_images/211.jpg
213,282,3,2,1837,357000,data/train_images/213.jpg
214,164,3,2,2125,389900,data/train_images/214.jpg
215,312,4,2,2498,349990,data/train_images/215.jpg
216,367,3,2,2325,369900,data/train_images/216.jpg
217,312,5,3,2637,350000,data/train_images/217.jpg
218,367,4,2,2252,388950,data/train_images/218.jpg
219,282,3,2,2000,399000,data/train_images/219.jpg
220,24,5,3,2527,359900,data/train_images/220.jpg
221,367,3,2,1762,365000,data/train_images/221.jpg
222,122,4,4,2900,359000,data/train_images/222.jpg
223,196,3,2,2287,369963,data/train_images/223.jpg
224,122,4,3,2546,379900,data/train_images/224.jpg
225,122,3,3,2075,399000,data/train_images/225.jpg
227,24,5,3,2972,349000,data/train_images/227.jpg
228,367,4,2,2372,374000,data/train_images/228.jpg
229,312,5,3,2760,375000,data/train_images/229.jpg
230,282,3,2,2230,369900,data/train_images/230.jpg
231,163,2,2,1104,395000,data/train_images/231.jpg
232,282,4,3,2570,369900,data/train_images/232.jpg
233,24,4,3,3071,395000,data/train_images/233.jpg
234,24,4,3,2592,379900,data/train_images/234.jpg
235,24,4,3,2368,399990,data/train_images/235.jpg
236,282,2,1,852,350000,data/train_images/236.jpg
237,282,3,2,2380,349000,data/train_images/237.jpg
238,367,5,3,2725,345000,data/train_images/238.jpg
239,282,3,2,2196,356900,data/train_images/239.jpg
240,122,3,3,2389,389000,data/train_images/240.jpg
241,122,4,3,2746,379000,data/train_images/241.jpg
242,367,3,2,3046,349000,data/train_images/242.jpg
243,220,4,4,1687,400000,data/train_images/243.jpg
244,282,3,2,1958,398500,data/train_images/244.jpg
245,367,3,2,2753,439000,data/train_images/245.jpg
246,129,3,3,2503,449000,data/train_images/246.jpg
247,24,4,3,3249,399000,data/train_images/247.jpg
248,24,4,3,3578,449900,data/train_images/248.jpg
249,24,5,3,3188,399900,data/train_images/249.jpg
250,24,4,2,2496,419000,data/train_images/250.jpg
251,122,3,2,2620,439000,data/train_images/251.jpg
252,367,3,3,2265,429000,data/train_images/252.jpg
253,282,3,2,2000,399000,data/train_images/253.jpg
254,24,4,3,2475,425000,data/train_images/254.jpg
255,122,3,3,2075,399000,data/train_images/255.jpg
256,282,3,3,1915,423000,data/train_images/256.jpg
257,282,3,2,2570,439000,data/train_images/257.jpg
258,163,2,2,1104,395000,data/train_images/258.jpg
259,24,4,3,3071,395000,data/train_images/259.jpg
260,24,4,3,2368,399990,data/train_images/260.jpg
261,56,5,4,3538,450000,data/train_images/261.jpg
262,367,3,2,2638,424998,data/train_images/262.jpg
263,282,4,3,3744,445000,data/train_images/263.jpg
264,282,4,4,5300,449000,data/train_images/264.jpg
265,282,4,3,2753,425000,data/train_images/265.jpg
266,282,4,4,3855,425000,data/train_images/266.jpg
267,220,4,4,1687,400000,data/train_images/267.jpg
268,282,4,2,2962,490000,data/train_images/268.jpg
269,24,4,2,3136,469000,data/train_images/269.jpg
270,129,3,3,2503,449000,data/train_images/270.jpg
271,24,4,3,3578,449900,data/train_images/271.jpg
272,24,10,8,3784,475000,data/train_images/272.jpg
273,24,4,3,2521,475000,data/train_images/273.jpg
274,282,3,2,2150,495500,data/train_images/274.jpg
275,367,5,2,3752,489000,data/train_images/275.jpg
276,56,5,4,3538,450000,data/train_images/276.jpg
277,282,4,3,3744,445000,data/train_images/277.jpg
278,282,4,4,5300,449000,data/train_images/278.jpg
279,122,3,2,1200,485000,data/train_images/279.jpg
280,282,5,3,3300,499000,data/train_images/280.jpg
281,282,3,3,2475,535000,data/train_images/281.jpg
282,282,3,2,2150,495500,data/train_images/282.jpg
283,56,3,2,2040,550000,data/train_images/283.jpg
284,367,3,2,3443,545000,data/train_images/284.jpg
285,56,3,2,2040,550000,data/train_images/285.jpg
286,312,6,5,3942,550000,data/train_images/286.jpg
289,24,5,2,3103,550000,data/train_images/289.jpg
290,28,4,3,3001,545000,data/train_images/290.jpg
291,409,3,3,2466,524000,data/train_images/291.jpg
292,282,5,3,3300,499000,data/train_images/292.jpg
293,56,3,2,2040,550000,data/train_images/293.jpg
294,367,3,2,3443,545000,data/train_images/294.jpg
295,56,3,2,2040,550000,data/train_images/295.jpg
296,312,6,5,3942,550000,data/train_images/296.jpg
299,24,5,2,3103,550000,data/train_images/299.jpg
300,28,4,3,3001,545000,data/train_images/300.jpg
301,56,2,1,1480,599000,data/train_images/301.jpg
302,24,6,3,2730,649999,data/train_images/302.jpg
303,24,4,3,3472,619999,data/train_images/303.jpg
304,367,4,3,4510,645000,data/train_images/304.jpg
305,56,2,1,1480,599000,data/train_images/305.jpg
306,24,6,3,2730,649999,data/train_images/306.jpg
308,20,4,4,4111,699000,data/train_images/308.jpg
309,367,4,3,4510,645000,data/train_images/309.jpg
310,122,4,2,3383,715000,data/train_images/310.jpg
311,156,5,3,3000,750000,data/train_images/311.jpg
312,24,4,2,3221,747000,data/train_images/312.jpg
313,24,5,4,5085,719000,data/train_images/313.jpg
316,24,5,3,5832,799500,data/train_images/316.jpg
317,156,5,3,3000,750000,data/train_images/317.jpg
318,24,4,2,2901,799000,data/train_images/318.jpg
319,24,4,2,3221,747000,data/train_images/319.jpg
320,24,5,4,4481,760000,data/train_images/320.jpg
321,24,5,3,5832,799500,data/train_images/321.jpg
322,24,4,2,2901,799000,data/train_images/322.jpg
323,122,4,3,4390,829000,data/train_images/323.jpg
324,24,7,4,5082,949000,data/train_images/324.jpg
326,360,3,2,2185,1095000,data/train_images/326.jpg
327,360,3,2,1671,1225000,data/train_images/327.jpg
328,126,3,2,1635,1075000,data/train_images/328.jpg
329,106,3,3,1980,1449700,data/train_images/329.jpg
330,301,4,2,2100,1049000,data/train_images/330.jpg
331,410,4,3,2568,1100000,data/train_images/331.jpg
332,223,6,5,2625,1080000,data/train_images/332.jpg
333,207,2,2,1834,1395000,data/train_images/333.jpg
334,94,3,3,1382,1229000,data/train_images/334.jpg
335,410,4,4,2308,1195000,data/train_images/335.jpg
336,204,4,2,2055,1195000,data/train_images/336.jpg
337,395,4,4,3348,1033000,data/train_images/337.jpg
338,207,3,2,2162,1299000,data/train_images/338.jpg
339,207,3,2,1970,1175000,data/train_images/339.jpg
340,315,4,3,3219,1038000,data/train_images/340.jpg
341,207,2,1,1054,999999,data/train_images/341.jpg
342,204,5,4,3850,1423500,data/train_images/342.jpg
343,207,3,2,1646,1079000,data/train_images/343.jpg
344,292,4,5,3923,1149000,data/train_images/344.jpg
345,239,3,3,2176,1089000,data/train_images/345.jpg
347,337,2,1,1064,1450000,data/train_images/347.jpg
348,328,3,2,1509,1188000,data/train_images/348.jpg
349,410,3,3,2338,1095000,data/train_images/349.jpg
350,207,2,1,957,1499000,data/train_images/350.jpg
351,207,3,2,1623,1075000,data/train_images/351.jpg
352,3,4,3,3003,1130000,data/train_images/352.jpg
353,359,4,3,3193,1097000,data/train_images/353.jpg
354,165,3,2,1302,999999,data/train_images/354.jpg
355,16,4,3,2406,1348000,data/train_images/355.jpg
356,274,4,3,1874,1150000,data/train_images/356.jpg
357,112,2,1,1057,1400000,data/train_images/357.jpg
359,274,6,4,3145,1077500,data/train_images/359.jpg
360,315,4,3,2866,1200000,data/train_images/360.jpg
361,395,4,3,2484,1150000,data/train_images/361.jpg
362,111,6,3,3129,995900,data/train_images/362.jpg
363,376,4,2,1923,1095000,data/train_images/363.jpg
364,207,3,2,1758,1200000,data/train_images/364.jpg
367,207,3,2,1600,1199000,data/train_images/367.jpg
369,207,2,2,1072,1099000,data/train_images/369.jpg
370,94,2,1,1034,1050000,data/train_images/370.jpg
371,207,3,2,1426,1198000,data/train_images/371.jpg
372,410,3,2,2021,1275000,data/train_images/372.jpg
374,207,3,2,1293,1198900,data/train_images/374.jpg
375,204,3,1,1432,1299000,data/train_images/375.jpg
376,410,4,2,2364,1050000,data/train_images/376.jpg
377,410,3,4,2890,1475000,data/train_images/377.jpg
378,114,3,2,1445,1150000,data/train_images/378.jpg
381,207,3,2,1771,1195000,data/train_images/381.jpg
383,274,3,2,2569,1250000,data/train_images/383.jpg
384,301,3,2,1612,1289000,data/train_images/384.jpg
385,204,7,6,3200,1450000,data/train_images/385.jpg
386,410,6,3,3070,1350000,data/train_images/386.jpg
387,207,3,2,1677,1149000,data/train_images/387.jpg
388,346,2,2,1628,995000,data/train_images/388.jpg
389,207,3,2,1223,999999,data/train_images/389.jpg
390,207,2,1,1274,1325000,data/train_images/390.jpg
392,204,3,3,2596,1250000,data/train_images/392.jpg
393,126,3,2,1861,1184888,data/train_images/393.jpg
394,221,4,5,3677,1329900,data/train_images/394.jpg
395,114,5,4,2200,999000,data/train_images/395.jpg
396,207,4,2,2031,1380000,data/train_images/396.jpg
397,410,4,4,3154,1119000,data/train_images/397.jpg
398,207,4,3,2500,1255000,data/train_images/398.jpg
399,247,4,3,3176,999900,data/train_images/399.jpg
400,274,3,2,1052,995000,data/train_images/400.jpg
401,376,5,3,2388,1399000,data/train_images/401.jpg
403,3,5,3,3146,1249000,data/train_images/403.jpg
404,126,4,2,2398,1349000,data/train_images/404.jpg
405,364,4,5,3343,995000,data/train_images/405.jpg
406,221,4,2,2680,1138000,data/train_images/406.jpg
407,207,3,3,1954,1075000,data/train_images/407.jpg
408,410,5,4,3009,1254888,data/train_images/408.jpg
409,23,5,4,4584,1349000,data/train_images/409.jpg
410,315,4,3,3126,1148000,data/train_images/410.jpg
411,126,3,3,2106,1349900,data/train_images/411.jpg
412,94,2,1,1053,1050000,data/train_images/412.jpg
414,274,4,2,2097,1259000,data/train_images/414.jpg
415,410,5,3,2862,1349000,data/train_images/415.jpg
416,70,5,4,3154,1160000,data/train_images/416.jpg
417,16,3,2,2074,1299990,data/train_images/417.jpg
418,221,3,2,2728,1250000,data/train_images/418.jpg
419,16,5,6,3543,1350000,data/train_images/419.jpg
420,204,3,2,1817,1189000,data/train_images/420.jpg
421,366,4,3,2455,1295000,data/train_images/421.jpg
422,52,4,3,2012,1099000,data/train_images/422.jpg
424,102,5,6,3467,1480000,data/train_images/424.jpg
425,136,5,6,5629,1480000,data/train_images/425.jpg
426,207,3,2,1700,1395000,data/train_images/426.jpg
427,114,3,2,2202,1195000,data/train_images/427.jpg
428,207,5,5,3506,1395000,data/train_images/428.jpg
429,207,3,2,1467,1495000,data/train_images/429.jpg
430,63,4,3,3144,1050000,data/train_images/430.jpg
431,204,5,4,2126,1299000,data/train_images/431.jpg
434,165,3,2,1818,1399000,data/train_images/434.jpg
435,207,3,2,1530,995000,data/train_images/435.jpg
436,16,3,2,1973,1258888,data/train_images/436.jpg
437,387,4,4,2619,1099000,data/train_images/437.jpg
438,207,5,3,2142,1100000,data/train_images/438.jpg
439,52,4,4,2097,1445000,data/train_images/439.jpg
440,410,4,3,2481,999999,data/train_images/440.jpg
441,207,3,1,1200,1090000,data/train_images/441.jpg
442,207,5,3,2374,1350000,data/train_images/442.jpg
444,204,2,2,1145,1100000,data/train_images/444.jpg
445,397,5,2,2843,1050000,data/train_images/445.jpg
446,126,3,2,1391,1050000,data/train_images/446.jpg
447,346,3,2,2706,1479900,data/train_images/447.jpg
449,347,3,2,1641,1125000,data/train_images/449.jpg
450,204,4,3,4051,1295000,data/train_images/450.jpg
451,366,5,4,3262,1349000,data/train_images/451.jpg
452,366,3,2,1890,998000,data/train_images/452.jpg
453,6,5,3,2629,1088000,data/train_images/453.jpg
454,395,3,3,2479,998000,data/train_images/454.jpg
455,207,5,1,2252,1199000,data/train_images/455.jpg
456,315,5,4,3300,1350000,data/train_images/456.jpg
457,207,3,2,1554,1050000,data/train_images/457.jpg
459,366,3,2,1764,1189000,data/train_images/459.jpg
460,207,4,2,2092,1100000,data/train_images/460.jpg
461,207,6,3,3439,1250000,data/train_images/461.jpg
462,207,4,3,3101,1400000,data/train_images/462.jpg
463,94,2,2,1319,1029999,data/train_images/463.jpg
464,346,3,2,1875,1399000,data/train_images/464.jpg
465,347,2,2,1262,1100000,data/train_images/465.jpg
468,207,4,3,2433,1449000,data/train_images/468.jpg
469,376,4,2,1784,1120000,data/train_images/469.jpg
470,207,2,2,2024,1499000,data/train_images/470.jpg
471,204,4,3,2013,995000,data/train_images/471.jpg
472,389,1,1,499,1194000,data/train_images/472.jpg
473,346,3,2,1942,1298000,data/train_images/473.jpg
474,207,4,3,2340,1399000,data/train_images/474.jpg
475,207,4,3,2162,1479000,data/train_images/475.jpg
476,207,2,2,1163,999000,data/train_images/476.jpg
478,410,4,3,2830,1299000,data/train_images/478.jpg
479,274,4,4,2730,1788800,data/train_images/479.jpg
480,155,4,3,3415,1899999,data/train_images/480.jpg
481,400,3,2,2200,1750000,data/train_images/481.jpg
483,207,4,3,2425,1699000,data/train_images/483.jpg
484,207,3,2,1928,1925000,data/train_images/484.jpg
485,207,2,2,1267,1699000,data/train_images/485.jpg
486,10,4,4,3198,1600000,data/train_images/486.jpg
487,127,4,4,4472,1612990,data/train_images/487.jpg
489,207,2,1,957,1499000,data/train_images/489.jpg
494,360,3,2,1762,1585000,data/train_images/494.jpg
496,176,5,6,5640,1748800,data/train_images/496.jpg
497,207,4,1,2317,1518800,data/train_images/497.jpg
498,410,4,2,3500,1699000,data/train_images/498.jpg
499,207,3,2,1776,1650000,data/train_images/499.jpg
504,207,4,3,1820,1599000,data/train_images/504.jpg
506,301,3,3,3050,1790000,data/train_images/506.jpg
507,386,4,3,2142,1549000,data/train_images/507.jpg
508,136,4,6,4351,1680000,data/train_images/508.jpg
509,207,3,2,2092,1649999,data/train_images/509.jpg
510,207,3,2,1996,1999999,data/train_images/510.jpg
512,346,4,4,3181,1899900,data/train_images/512.jpg
514,207,4,4,2100,1550000,data/train_images/514.jpg
515,274,5,5,4614,1698000,data/train_images/515.jpg
516,305,4,3,1718,1599000,data/train_images/516.jpg
517,221,4,4,3495,1739000,data/train_images/517.jpg
518,207,4,2,2562,1995000,data/train_images/518.jpg
519,301,4,4,3583,1888000,data/train_images/519.jpg
520,207,3,2,1467,1495000,data/train_images/520.jpg
522,207,4,3,2580,1695000,data/train_images/522.jpg
523,289,3,3,2852,1695000,data/train_images/523.jpg
524,126,4,4,3038,1995000,data/train_images/524.jpg
525,16,2,2,2595,1980000,data/train_images/525.jpg
527,301,3,2,1922,1550000,data/train_images/527.jpg
528,269,5,2,3146,1849000,data/train_images/528.jpg
529,404,7,3,2101,1599900,data/train_images/529.jpg
530,346,3,2,2077,1699000,data/train_images/530.jpg
532,63,3,2,1857,1900000,data/train_images/532.jpg
533,207,4,2,1953,1795000,data/train_images/533.jpg
534,207,3,2,2029,1595000,data/train_images/534.jpg
535,52,4,3,2300,1599000,data/train_images/535.jpg
536,290,6,5,4605,1600000,data/train_images/536.jpg
537,207,3,3,2367,1649000,data/train_images/537.jpg
538,389,3,2,1250,1550000,data/train_images/538.jpg
539,374,3,2,2641,1549000,data/train_images/539.jpg
540,344,6,7,5265,1980000,data/train_images/540.jpg
541,328,4,2,2334,1799000,data/train_images/541.jpg
542,292,5,4,3363,1649995,data/train_images/542.jpg
543,204,3,4,2196,1599000,data/train_images/543.jpg
546,207,2,2,2024,1499000,data/train_images/546.jpg
547,207,3,2,1723,1600000,data/train_images/547.jpg
549,207,3,2,2013,1752000,data/train_images/549.jpg
551,207,3,3,2318,1570000,data/train_images/551.jpg
552,35,3,2,1530,1795000,data/train_images/552.jpg
553,274,3,2,2358,1599000,data/train_images/553.jpg
554,35,3,2,1360,1599000,data/train_images/554.jpg
555,142,3,2,1894,1499000,data/train_images/555.jpg
556,207,3,3,1816,1995000,data/train_images/556.jpg
557,395,5,4,4201,1550000,data/train_images/557.jpg
558,52,4,3,3692,1550000,data/train_images/558.jpg
559,207,2,2,2184,1600000,data/train_images/559.jpg
561,207,4,3,2536,1998000,data/train_images/561.jpg
562,207,3,2,1897,1795000,data/train_images/562.jpg
563,94,3,2,1918,1799000,data/train_images/563.jpg
564,35,3,2,1984,1799000,data/train_images/564.jpg
565,207,3,3,2816,1585000,data/train_images/565.jpg
566,81,5,4,4502,1598800,data/train_images/566.jpg
567,305,4,2,1792,1749000,data/train_images/567.jpg
568,207,4,3,1759,1545000,data/train_images/568.jpg
569,16,5,4,3787,1888888,data/train_images/569.jpg
570,292,5,5,4721,1850000,data/train_images/570.jpg
571,207,5,5,3342,1775000,data/train_images/571.jpg
573,207,5,4,2300,1999000,data/train_images/573.jpg
574,207,3,2,1661,1895000,data/train_images/574.jpg
575,355,4,3,2171,1887000,data/train_images/575.jpg
576,346,4,5,2700,1865000,data/train_images/576.jpg
578,207,2,2,1352,1649000,data/train_images/578.jpg
580,94,3,4,2722,1995000,data/train_images/580.jpg
581,207,3,2,1416,1698000,data/train_images/581.jpg
582,207,3,3,2675,1990000,data/train_images/582.jpg
584,386,3,3,3097,1799000,data/train_images/584.jpg
585,347,4,2,2642,1795000,data/train_images/585.jpg
586,94,4,4,3035,1999999,data/train_images/586.jpg
587,207,3,2,1621,1599000,data/train_images/587.jpg
588,315,5,5,4503,1500000,data/train_images/588.jpg
589,102,6,4,4368,1798000,data/train_images/589.jpg
590,360,4,3,3048,1649000,data/train_images/590.jpg
591,397,5,5,4403,1800000,data/train_images/591.jpg
592,301,4,3,1929,1525000,data/train_images/592.jpg
594,207,3,2,2350,1950000,data/train_images/594.jpg
595,54,5,3,3291,1579000,data/train_images/595.jpg
599,315,7,6,4824,1498000,data/train_images/599.jpg
600,207,4,4,3096,1825000,data/train_images/600.jpg
601,289,4,2,2309,1549000,data/train_images/601.jpg
605,207,4,3,3098,1799000,data/train_images/605.jpg
606,207,3,3,2030,1575000,data/train_images/606.jpg
607,207,3,2,1787,1550000,data/train_images/607.jpg
608,269,4,3,2906,1719000,data/train_images/608.jpg
